X,Y
100.00000000000001,10.444444444444445
101.75,11.0
103.00000000000001,12.111111111111112
103.75,13.777777777777779
104.0,16.0
103.55555555555557,17.541666666666664
102.88888888888889,18.833333333333332
102.0,19.875
100.8888888888889,20.666666666666668
99.55555555555556,21.208333333333336
98.0,21.5
96.63223140495867,21.818181818181817
95.43801652892563,22.227272727272727
94.41735537190083,22.727272727272727
93.57024793388429,23.31818181818182
92.89669421487604,24.0
92.39669421487604,24.772727272727273
92.0702479338843,25.636363636363637
91.91735537190081,26.59090909090909
91.9380165289256,27.636363636363633
92.13223140495867,28.77272727272727
92.5,30.0
93.27806122448979,31.392857142857146
94.18367346938777,32.57142857142858
95.21683673469389,33.535714285714285
96.37755102040818,34.28571428571429
97.66581632653062,34.82142857142857
99.08163265306122,35.14285714285714
100.625,35.25
102.29591836734693,35.14285714285714
104.09438775510205,34.82142857142857
106.02040816326532,34.285714285714285
108.07397959183673,33.535714285714285
110.25510204081634,32.57142857142858
112.5637755102041,31.392857142857146
115.0,30.0
116.03305785123968,29.355371900826448
116.95041322314049,28.51239669421488
117.75206611570248,27.47107438016529
118.43801652892563,26.231404958677686
119.00826446280992,24.793388429752067
119.46280991735537,23.15702479338843
119.80165289256198,21.322314049586776
120.02479338842974,19.289256198347104
120.13223140495867,17.05785123966942
120.12396694214875,14.628099173553718
120.0,12.0
120.13019390581718,10.670360110803323
120.09972299168975,9.418282548476451
119.90858725761773,8.24376731301939
119.55678670360112,7.146814404432133
119.04432132963989,6.127423822714681
118.37119113573408,5.1855955678670345
117.53739612188366,4.321329639889196
116.54293628808864,3.5346260387811634
115.38781163434902,2.8254847645429355
114.07202216066483,2.1939058171745147
112.59556786703601,1.6398891966759
110.95844875346259,1.1634349030470912
109.16066481994459,0.7645429362880886
107.20221606648201,0.4432132963988918
105.08310249307479,0.1994459833795013
102.80332409972299,0.03324099722991691
100.3628808864266,-0.055401662049861494
97.7617728531856,-0.0664819944598338
95.0,0.0
93.36734693877551,0.0
91.3265306122449,0.0
88.87755102040816,0.0
86.0204081632653,0.0
82.75510204081633,0.0
79.08163265306123,0.0
